ELEM_POINT_ID,CODE,NOM,GENRE,GENRE_DESC,CATEGORIE,CATEGORIE_DESC,SOUS_CATEGORIE,SOUS_CATEGORIE_DESC,CODE_PARENT,CODE_PARENT_DESC,ADR_SECTEUR,BIEN_REFERENCE,GENRE_BOTA,ESPECE,VARIETE,STADEDEDEVELOPPEMENT,EQUIPE,REMARQUES,ANNEEDEPLANTATION,RAISONDEPLANTATION,TRAITEMENTCHENILLES,COURRIER,IDENTIFIANTPLU,TYPEIMPLANTATIONPLU,INTITULEPROTECTIONPLU,ANNEEABATTAGE,ESSOUCHEMENT,DIAMETREARBRE,CAUSEABATTAGE,COLLECTIVITE,GeoJSON
23203,ESP28662,ESP28662,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1216,R Très Cloitre,2,AR28662,Pyrus,calleryana,Chanticleer,Arbre adulte,,,1998,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73401128405411,45.1921718226659]}"
23204,ESP27611,ESP27611,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1216,R Très Cloitre,2,AR27611,Pyrus,calleryana,Chanticleer,Arbre adulte,,,1998,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73408370310216,45.1921514284032]}"
23205,ESP6895,ESP6895,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP1216,R Très Cloitre,2,AR6895,Pyrus,calleryana,Chanticleer,Arbre adulte,,,1998,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73415397129084,45.1921312769813]}"
12366,ESP30596,ESP30596,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR30596,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73997926846786,45.1886653763098]}"
27082,ESP29156,ESP29156,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR29156,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7403597358243,45.1888282201331]}"
19643,ESP24827,ESP24827,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR24827,Pinus,nigra,Austriaca,Arbre adulte,,,1980,,Basse,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74019507009025,45.1888823029811]}"
19642,ESP24826,ESP24826,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR24826,Betula,verrucosa,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74009499934021,45.1888785566561]}"
12367,ESP24277,ESP24277,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR24277,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74007395815994,45.1887348227087]}"
19552,ESP24132,ESP24132,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR24132,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74043336983184,45.1888530910467]}"
15930,ESP23119,ESP23119,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR23119,Picea,abies,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73979843522599,45.1888351882059]}"
27084,ESP22555,ESP22555,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR22555,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74023163372803,45.188795684816]}"
8536,ESP19184,ESP19184,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR19184,Robinia,pseudoacacia,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74009408740404,45.1887366622592]}"
8454,ESP19147,ESP19147,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR19147,Acer,,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74037292718712,45.1888490954843]}"
23351,ESP18947,ESP18947,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR18947,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74035936638454,45.1888350270509]}"
23349,ESP18946,ESP18946,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR18946,Tilia,tomentosa,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73997732218058,45.1887779975197]}"
23270,ESP18918,ESP18918,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR18918,Pinus,nigra,Austriaca,Arbre adulte,,,1980,,Basse,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73982995386289,45.1887182533057]}"
12364,ESP18269,ESP18269,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR18269,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74020133165202,45.1887846842047]}"
15931,ESP17990,ESP17990,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR17990,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74040656880592,45.1888473011285]}"
4733,ESP15527,ESP15527,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR15527,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74034825995279,45.1888331438059]}"
8537,ESP13710,ESP13710,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR13710,Betula,verrucosa,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7402584139107,45.1888572982731]}"
8453,ESP13690,ESP13690,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR13690,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74038362171797,45.1888490528642]}"
27085,ESP13556,ESP13556,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR13556,Betula,verrucosa,,Arbre vieillissant,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74006601316746,45.1888576118698]}"
27083,ESP13555,ESP13555,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR13555,Ulmus,minor,,Arbre vieillissant,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74033301454298,45.1888242288953]}"
4732,ESP11490,ESP11490,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR11490,Salix,,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73997293084614,45.1886769891672]}"
924,ESP9097,ESP9097,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR9097,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74018848575829,45.1887764164054]}"
27086,ESP8940,ESP8940,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR8940,Pinus,nigra,Austriaca,Arbre adulte,,,1980,,Basse,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74017515824345,45.1888597420738]}"
19641,ESP7570,ESP7570,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1218,Bd J Pain talus Forum ,2,AR7570,Populus,nigra,,Arbre adulte,,,1980,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.74019084618038,45.1887863416204]}"
34820,ESP36303,ESP36303,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36303,Tilia,mongolica,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73013859650305,45.1731903994778]}"
34819,ESP36302,ESP36302,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36302,Alnus,spaethii,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73038201427696,45.1732277011998]}"
34818,ESP36301,ESP36301,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36301,Acer,pseudoplatanus,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73032721809431,45.1732525654538]}"
34817,ESP36300,ESP36300,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36300,Fraxinus,americana,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73027183327624,45.1732353406011]}"
34816,ESP36299,ESP36299,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36299,Ulmus,resista,Sapporo autumn gold,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73027180150877,45.1732644125566]}"
34815,ESP36298,ESP36298,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36298,Fraxinus,americana,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73018576578144,45.1732434074275]}"
34814,ESP36297,ESP36297,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36297,Fraxinus,americana,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73021197893425,45.1732878929159]}"
34813,ESP36296,ESP36296,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36296,Acer,pseudoplatanus,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73010212394398,45.1732428954888]}"
34812,ESP36295,ESP36295,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36295,Acer,pseudoplatanus,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73016090463924,45.1733016413416]}"
34811,ESP36294,ESP36294,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36294,Alnus,cordata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73011544520877,45.1732696441717]}"
34810,ESP36293,ESP36293,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36293,Alnus,spaethii,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73000843741514,45.1732546524244]}"
34809,ESP36292,ESP36292,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36292,Alnus,cordata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72990782389789,45.1732400093662]}"
34808,ESP36291,ESP36291,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36291,Fraxinus,americana,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73005998075053,45.1733250991043]}"
34807,ESP36290,ESP36290,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36290,Fraxinus,americana,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7299721316966,45.1733106530042]}"
34806,ESP36289,ESP36289,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36289,Ulmus,resista,Sapporo autumn gold,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7299878388055,45.1733428583227]}"
34805,ESP36288,ESP36288,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36288,Acer,pseudoplatanus,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72993139621668,45.1733331769362]}"
34804,ESP36287,ESP36287,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36287,Fraxinus,americana,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7298896191231,45.1733040992562]}"
34803,ESP36286,ESP36286,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36286,Alnus,incana,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72986192637476,45.1733624006019]}"
34802,ESP36285,ESP36285,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36285,Amélanchier,ovalis,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72978661276036,45.1731351350797]}"
34801,ESP36284,ESP36284,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36284,Alnus,glutinosa,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72971250667319,45.1731414127212]}"
10301,ESP3938,ESP3938,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1101,Ch Collège école du Lac ,6,AR3938,Acer,platanoides,,Arbre adulte,,,1975,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.73402798008377,45.1636731304524]}"
6528,ESP3676,ESP3676,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1101,Ch Collège école du Lac ,6,AR3676,Carpinus,betulus,,Arbre adulte,,,1975,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7339647370735,45.1637142540249]}"
2724,ESP1601,ESP1601,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1101,Ch Collège école du Lac ,6,AR1601,Carpinus,betulus,,Arbre adulte,,,1975,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7339281023437,45.1637552916399]}"
25159,ESP30362,ESP30362,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR30362,Betula,alba,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73306877862573,45.1648720890269]}"
28757,ESP29524,ESP29524,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR29524,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73256320240839,45.1647510817892]}"
28755,ESP27854,ESP27854,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR27854,Acer,platanoides,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73266973647426,45.1650535772068]}"
2751,ESP26764,ESP26764,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR26764,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73273344906296,45.1647868754603]}"
17747,ESP25496,ESP25496,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR25496,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73230368724581,45.1647892216989]}"
14104,ESP25159,ESP25159,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR25159,Acer,platanoides,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73264454660473,45.1650581848036]}"
17748,ESP24748,ESP24748,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR24748,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73262231641227,45.1647425150026]}"
17744,ESP24747,ESP24747,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR24747,Acer,platanoides,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73288250140906,45.1649323692226]}"
14107,ESP23986,ESP23986,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR23986,Betula,alba,,,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73326706362299,45.1648692714387]}"
14105,ESP23985,ESP23985,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR23985,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.7325625222904,45.164814433122]}"
14103,ESP23984,ESP23984,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR23984,Acer,platanoides,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73283132473642,45.1649279198408]}"
10326,ESP22994,ESP22994,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR22994,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73273926224159,45.164716286108]}"
10325,ESP22993,ESP22993,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR22993,Acer,,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73263319236522,45.1650621183464]}"
25157,ESP22636,ESP22636,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR22636,Acer,platanoides,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73277762795326,45.1652032460722]}"
21403,ESP21701,ESP21701,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR21701,Acer,platanoides,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73291082653471,45.1650341027199]}"
17751,ESP21578,ESP21578,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR21578,Betula,alba,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73317596082487,45.1648524801253]}"
17750,ESP21577,ESP21577,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR21577,Betula,alba,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73324914632981,45.1648114362498]}"
17746,ESP21576,ESP21576,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR21576,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73290945500749,45.1647485062138]}"
21404,ESP21008,ESP21008,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR21008,Betula,alba,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.7331161621277,45.1648442087734]}"
21401,ESP21007,ESP21007,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR21007,Acer,,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73272405780632,45.1650682908606]}"
28759,ESP14738,ESP14738,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR14738,Betula,alba,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73318866855643,45.164798994158]}"
28756,ESP14737,ESP14737,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR14737,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73280405756409,45.164776887885]}"
2750,ESP13310,ESP13310,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1102,Gal Arlequin 70 cote parc,6,AR13310,Koelreuteria,paniculata,,Arbre adulte,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73241127038034,45.1647802200286]}"
34800,ESP36283,ESP36283,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36283,Alnus,cordata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7299157374817,45.1731681451758]}"
34799,ESP36282,ESP36282,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36282,Metasequoia,glyptostroboides,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72980387033673,45.1731998832444]}"
34798,ESP36281,ESP36281,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36281,Tilia,mongolica,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72972401598467,45.1734721990745]}"
34797,ESP36280,ESP36280,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36280,Prunus,serrulata,Sunset boulevard,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7296457299754,45.1734948661943]}"
6034,ESP12575,ESP12575,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR12575,Pinus,nigra,Austriaca,Arbre adulte,,,1982,,Moyenne,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.72955354596582,45.173515859635]}"
17243,ESP25360,ESP25360,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR25360,Acer,pseudoplatanus,,Arbre adulte,,,1982,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.73005059599991,45.173403263724]}"
34796,ESP36279,ESP36279,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36279,Prunus,serrulata,Sunset boulevard,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72962534823594,45.1732976178367]}"
34795,ESP36278,ESP36278,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1091,Voie E O cote voie ferree,4,AR36278,Malus,sieboldii,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72960466185704,45.1733542484169]}"
