ELEM_POINT_ID,CODE,NOM,GENRE,GENRE_DESC,CATEGORIE,CATEGORIE_DESC,SOUS_CATEGORIE,SOUS_CATEGORIE_DESC,CODE_PARENT,CODE_PARENT_DESC,ADR_SECTEUR,BIEN_REFERENCE,GENRE_BOTA,ESPECE,VARIETE,STADEDEDEVELOPPEMENT,EQUIPE,REMARQUES,ANNEEDEPLANTATION,RAISONDEPLANTATION,TRAITEMENTCHENILLES,COURRIER,IDENTIFIANTPLU,TYPEIMPLANTATIONPLU,INTITULEPROTECTIONPLU,ANNEEABATTAGE,ESSOUCHEMENT,DIAMETREARBRE,CAUSEABATTAGE,COLLECTIVITE,GeoJSON
37993,ESP37969,ESP37969,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37969,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.76034690089422,45.1543159441061]}"
37992,ESP37968,ESP37968,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37968,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75982646464411,45.154046459904]}"
37991,ESP37967,ESP37967,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37967,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75998073144869,45.1540202490699]}"
37990,ESP37966,ESP37966,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37966,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.76005703012677,45.1538601663191]}"
37989,ESP37965,ESP37965,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37965,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.76002027929244,45.1539221005346]}"
37988,ESP37964,ESP37964,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37964,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75964922725342,45.1539021290266]}"
37987,ESP37963,ESP37963,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37963,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75933241321141,45.1538061453373]}"
37986,ESP37962,ESP37962,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37962,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75941985297356,45.153853839904]}"
37985,ESP37961,ESP37961,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37961,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75950370414507,45.1536855428431]}"
37983,ESP37959,ESP37959,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37959,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75955022968702,45.1538265990103]}"
37984,ESP37960,ESP37960,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37960,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75957503510904,45.1537994932937]}"
37982,ESP37958,ESP37958,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37958,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75948661745818,45.153920106268]}"
37981,ESP37957,ESP37957,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP37898,Maison des Collines Jard Poisat,6,AR37957,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[5.75940731171848,45.1539706155293]}"
36413,ESP37047,ESP37047,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37047,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70993030033263,45.2011114628248]}"
36412,ESP37046,ESP37046,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37046,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70989486117473,45.2011851481893]}"
36411,ESP37045,ESP37045,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37045,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70986376680713,45.2012538742983]}"
36410,ESP37044,ESP37044,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37044,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70982802138637,45.2013210915823]}"
36409,ESP37043,ESP37043,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37043,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.7096808747068,45.2016819564332]}"
36408,ESP37042,ESP37042,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37042,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70964698422622,45.2017442645365]}"
36407,ESP37041,ESP37041,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37041,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70962434554891,45.2018147990159]}"
36406,ESP37040,ESP37040,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37040,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70958109682952,45.201879739747]}"
36405,ESP37039,ESP37039,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37039,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70956561545497,45.2019411122765]}"
36404,ESP37038,ESP37038,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37038,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.709530753269,45.2020049500504]}"
36403,ESP37037,ESP37037,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37037,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70950130607704,45.2020683268426]}"
36402,ESP37036,ESP37036,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37036,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70946606868921,45.202135500906]}"
36401,ESP37035,ESP37035,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37035,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70944548330433,45.2021998409016]}"
36384,ESP37034,ESP37034,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37034,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70937546608996,45.2023317528679]}"
36383,ESP37033,ESP37033,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37033,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70936090782547,45.2023999817935]}"
36382,ESP37032,ESP37032,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37032,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70932194053237,45.2024678721981]}"
36381,ESP37031,ESP37031,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37031,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70930189447993,45.2025297662923]}"
36380,ESP37030,ESP37030,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37030,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70925740986209,45.2025974565364]}"
36379,ESP37029,ESP37029,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37029,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70922732599151,45.2026643096162]}"
36378,ESP37028,ESP37028,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37028,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70918961640403,45.2027340440695]}"
36377,ESP37027,ESP37027,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37027,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70913733057587,45.202838885133]}"
36376,ESP37026,ESP37026,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37026,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70908619210945,45.2029679813832]}"
36375,ESP37025,ESP37025,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37025,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70905248625472,45.2030632541872]}"
36374,ESP37024,ESP37024,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37024,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70901117603548,45.2031324659993]}"
36373,ESP37023,ESP37023,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37023,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70898263696969,45.2031907481019]}"
36372,ESP37022,ESP37022,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37022,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70895955501708,45.2032579422869]}"
36371,ESP37021,ESP37021,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37021,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70892732575691,45.2033320447637]}"
36370,ESP37020,ESP37020,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37020,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70889099149512,45.2033923547445]}"
36369,ESP37019,ESP37019,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37019,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70887484161126,45.2034597224018]}"
36368,ESP37018,ESP37018,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37018,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70884130508196,45.2035265866513]}"
36367,ESP37017,ESP37017,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37017,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70881132145943,45.2035828605098]}"
36366,ESP37016,ESP37016,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37016,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70878732599855,45.2036557303204]}"
36365,ESP37015,ESP37015,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37015,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.7087457166035,45.2037147423257]}"
36364,ESP37014,ESP37014,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37014,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70871418828317,45.2037821525606]}"
36363,ESP37013,ESP37013,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37013,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70869158726732,45.2038427907989]}"
36362,ESP37012,ESP37012,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37012,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70866388606364,45.203909690905]}"
36361,ESP37011,ESP37011,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37011,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70863347725892,45.2039625247157]}"
36360,ESP37010,ESP37010,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37010,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70861030535506,45.2040051619113]}"
36359,ESP37009,ESP37009,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37009,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70859132563791,45.2040396058819]}"
36358,ESP37008,ESP37008,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37008,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70857676759491,45.2040707076721]}"
36357,ESP37007,ESP37007,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37007,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70855832142589,45.204104329611]}"
36356,ESP37006,ESP37006,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37006,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70854281090219,45.2041395009686]}"
36355,ESP37005,ESP37005,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37005,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.7085287863985,45.2041697807266]}"
36354,ESP37004,ESP37004,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37004,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70851316110537,45.2042025265585]}"
36353,ESP37003,ESP37003,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37003,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70850003348415,45.204239665104]}"
36352,ESP37002,ESP37002,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37002,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70848503735857,45.204273610174]}"
36351,ESP37001,ESP37001,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37001,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70846674404612,45.2043104661248]}"
36350,ESP37000,ESP37000,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR37000,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70844970911639,45.2043497205574]}"
36349,ESP36999,ESP36999,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36999,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70843528477009,45.204383652102]}"
36348,ESP36998,ESP36998,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36998,Platanus,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70842078391997,45.2044159666305]}"
36347,ESP36997,ESP36997,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36997,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70838659918264,45.2044920499563]}"
36346,ESP36996,ESP36996,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36996,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.7083666858255,45.2045309677097]}"
36345,ESP36995,ESP36995,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36995,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.7083496316404,45.2045698178719]}"
36344,ESP36994,ESP36994,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36994,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70833530278509,45.2046057706698]}"
36343,ESP36993,ESP36993,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36993,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70831769583692,45.2046450385975]}"
36342,ESP36992,ESP36992,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36992,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70830119430464,45.2046834709807]}"
36341,ESP36991,ESP36991,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36991,,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70829018171327,45.2047169171474]}"
36322,ESP36990,ESP36990,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36990,Ginkgo,biloba,,,,,2000,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70844515883081,45.2048949664728]}"
36321,ESP36989,ESP36989,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP36926,R Henri Tarze à Pont SNCF,1,AR36989,Salix,,,,,,2017,,,,,,,,,,,Grenoble Alpes Métropole,"{""type"":""Point"",""coordinates"":[5.70835932141087,45.204871499127]}"
1874,ESP9825,ESP9825,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP870,Ec mat Elisée Chatin,4,AR9825,Liriodendron,tulipifera,,Arbre adulte,,,2009,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72169593035983,45.1789460576883]}"
24299,ESP8229,ESP8229,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP870,Ec mat Elisée Chatin,4,AR8229,Liriodendron,tulipifera,,Arbre adulte,,,2009,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72149691289558,45.1787640084076]}"
20584,ESP6572,ESP6572,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP870,Ec mat Elisée Chatin,4,AR6572,Liriodendron,tulipifera,,Arbre adulte,,,2009,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72129386979897,45.1788444204044]}"
13293,ESP4355,ESP4355,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP870,Ec mat Elisée Chatin,4,AR4355,Catalpa,bignonoides,,Arbre adulte,,,1983,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72087251517504,45.1792368112015]}"
13259,ESP4348,ESP4348,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP870,Ec mat Elisée Chatin,4,AR4348,Platanus,acerifolia,,Arbre adulte,,,1983,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.72083532343364,45.178974223577]}"
24308,ESP30351,ESP30351,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR30351,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71897028117292,45.1608865413344]}"
24306,ESP30350,ESP30350,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR30350,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71871458948342,45.1609767332767]}"
20594,ESP29407,ESP29407,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR29407,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71946757643585,45.1607156413887]}"
24307,ESP20758,ESP20758,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR20758,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71880306763817,45.1609463347987]}"
27985,ESP20722,ESP20722,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR20722,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71931147316682,45.1607672972367]}"
5700,ESP20635,ESP20635,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR20635,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71828641862222,45.1611281311221]}"
1886,ESP16431,ESP16431,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR16431,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71888683371905,45.1609158931556]}"
24305,ESP14851,ESP14851,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR14851,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71862875879479,45.1610066945055]}"
27983,ESP14113,ESP14113,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR14113,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71853846841162,45.161038766462]}"
5702,ESP11152,ESP11152,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR11152,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7190603273908,45.1608546562294]}"
1885,ESP9829,ESP9829,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR9829,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.71845016926155,45.1610700600418]}"
27984,ESP7762,ESP7762,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP871,R Esmonin Rond point à Blum,4,AR7762,Platanus,acerifolia,,Arbre adulte,,,1976,,,,,,,,,,,Ville de Grenoble,"{""type"":""Point"",""coordinates"":[5.7192297841211,45.1607962379746]}"
